fecha;codipart;detalle;importe;naci;importe_hoy
2003-02-01;77;GASTOS FIGURATIVOS;1195.800000;0.208239;441823.78
2003-02-01;78;INGRESOS DESPUES DE FIGURATIVOS;6224.100000;0.208239;2299678.35
2003-02-01;79;INGRESOS PRIMARIOS DESPUES DE FIGURATIVOS;5994.800000;0.208239;2214956.67
2003-02-01;80;GASTOS DESPUES DE FIGURATIVOS;6965.700000;0.208239;2573684.47
2003-02-01;81;GASTOS PRIMARIOS DESPUES DE FIGURATIVOS;5774.700000;0.208239;2133634.19
2003-02-01;82;SUPERAVIT PRIMARIO;449.400000;0.208239;166044.16
2003-02-01;83;SUPERAVIT PRIMARIO -sin Privatizaciones-;449.100000;0.208239;165933.32
2003-02-01;84;RESULTADO FINANCIERO;-741.600000;0.208239;-274006.12
2003-02-01;85;RESULTADO FINANCIERO -sin privatizaciones-;-741.900000;0.208239;-274116.96
2003-02-01;87;DISMINUCION DE LA INVERSIÓN FINANCIERA;195.900000;0.208239;72381.07
2003-02-01;89;Endeudamiento en Moneda Local;228.000000;0.208239;84241.36
2003-02-01;90;Endeudamiento Interno;0.000000;0.208239;0.00
2003-02-01;91;Endeudamiento en Moneda Extranjera;2990.500000;0.208239;1104928.92
2003-02-01;92;Endeudamiento Externo;0.000000;0.208239;0.00
2003-02-01;93;Incremento Otros Pasivos;385.400000;0.208239;142397.46
2003-02-01;94;INCREMENTO DEL PATRIMONIO;0.000000;0.208239;0.00
2003-02-01;95;CONTRIBUCIONES FIGURATIVAS PARA APLICACIONES FINANCIERAS;10.100000;0.208239;3731.74
2003-02-01;97;INVERSIÓN FINANCIERA;1681.400000;0.208239;621243.10
2003-02-01;99;Amortización en Moneda Local;1080.100000;0.208239;399074.98
2003-02-01;100;Amortización Deuda Interna;0.000000;0.208239;0.00
2003-02-01;101;Amortización en Moneda Extranjera;284.400000;0.208239;105080.02
2003-02-01;102;Amortización Deuda Externa;0.000000;0.208239;0.00
2003-02-01;103;Disminución Otros Pasivos;12.300000;0.208239;4544.60
2003-02-01;104;Disminución del patrimonio;0.000000;0.208239;0.00
2003-02-01;105;GASTOS FIGURAT. PARA APLIC. FINANC.;10.100000;0.208239;3731.74
2003-03-01;1;Ingresos Corrientes;5266.800000;0.209731;1932132.05
2003-03-01;2;INGRESOS TRIBUTARIOS;3889.300000;0.209731;1426794.48
2003-03-01;3;APORTES Y CONTRIB. A LA SEG. SOCIAL;914.900000;0.209731;335632.19
2003-03-01;4;INGRESOS NO TRIBUTARIOS;306.600000;0.209731;112476.59
2003-03-01;5;VENTAS DE BS. Y SERV. DE LAS ADM. PUB.;18.300000;0.209731;6713.38
2003-03-01;6;INGRESOS DE OPERACION;0.000000;0.209731;0.00
2003-03-01;7;RENTAS DE LA PROPIEDAD;113.100000;0.209731;41490.87
2003-03-01;8;RENTAS PERCIBIDAS DEL BCRA;0.000000;0.209731;0.00
2003-03-01;9;RENTAS PÚBLICAS PERCIBIDAS POR EL FGS;0.000000;0.209731;0.00
2003-03-01;10;RENTAS PÚBLICAS PERCIBIDAS POR EL FGS Y OTROS;0.000000;0.209731;0.00
2003-03-01;11;OTRAS RENTAS DE LA PROPIEDAD;0.000000;0.209731;0.00
2003-03-01;12;RENTAS DE LA PROPIEDAD NETAS;0.000000;0.209731;0.00
2003-03-01;13;TRANSFERENCIAS CORRIENTES;24.600000;0.209731;9024.54
2003-03-01;14;OTROS INGRESOS;0.000000;0.209731;0.00
2003-03-01;15;INGRESOS EXTRAPRESUPUESTARIOS;0.000000;0.209731;0.00
2003-03-01;16;SUPERAVIT OPERATIVO EMPRESAS PUB.;0.000000;0.209731;0.00
2003-03-01;17;Gastos Corrientes;4883.100000;0.209731;1791371.23
2003-03-01;19;Remuneraciones;687.600000;0.209731;252246.90
2003-03-01;20;Bienes y Servicios;231.200000;0.209731;84816.00
2003-03-01;21;Otros Gastos;0.200000;0.209731;73.37
2003-03-01;22;INTERESES Y OTRAS RENTAS DE LA PROP.;321.400000;0.209731;117905.98
2003-03-01;23;Intereses en Moneda Local;112.000000;0.209731;41087.34
2003-03-01;24;Intereses Deuda Interna;0.000000;0.209731;0.00
2003-03-01;25;Intereses en Moneda Extranjera;209.400000;0.209731;76818.65
2003-03-01;26;Intereses Deuda Externa;0.000000;0.209731;0.00
2003-03-01;27;Intereses pagados intra sector público;0.000000;0.209731;0.00
2003-03-01;28;Intereses Netos;0.000000;0.209731;0.00
2003-03-01;29;Otras Rentas;0.000000;0.209731;0.00
2003-03-01;30;Pagadas sobre Deuda;0.000000;0.209731;0.00
2003-03-01;31;PRESTACIONES DE LA SEGURIDAD SOCIAL;1404.700000;0.209731;515315.92
2003-03-01;32;OTROS GASTOS CORRIENTES;0.100000;0.209731;36.69
2003-03-01;34;Al sector privado;903.600000;0.209731;331486.77
2003-03-01;35;Instituciones de Enseñanza;0.000000;0.209731;0.00
2003-03-01;36;Otras;0.000000;0.209731;0.00
2003-03-01;38;Total Provincias y CABA;1169.800000;0.209731;429142.57
2003-03-01;39;Recursos Coparticipados;949.300000;0.209731;348251.87
2003-03-01;40;Garantía Acuerdo Provincias;0.000000;0.209731;0.00
2003-03-01;41;Leyes Especiales;44.800000;0.209731;16434.94
2003-03-01;42;Resto;175.700000;0.209731;64455.76
2003-03-01;43;Universidades;140.500000;0.209731;51542.60
2003-03-01;44;Otras;0.700000;0.209731;256.80
2003-03-01;45;Al sector externo;14.900000;0.209731;5466.08
2003-03-01;46;OTROS GASTOS;1.000000;0.209731;366.85
2003-03-01;47;GASTOS EXTRAPRESUPUESTARIOS;0.000000;0.209731;0.00
2003-03-01;48;DEFICIT OPERATIVO EMPRESAS PUB.;7.400000;0.209731;2714.70
2003-03-01;49;Resultado económico;383.700000;0.209731;140760.82
2003-03-01;50;RECURSOS DE CAPITAL;10.900000;0.209731;3998.68
2003-03-01;51;Privatizaciones;0.300000;0.209731;110.06
2003-03-01;52;Otros;10.600000;0.209731;3888.62
2003-03-01;53;GASTOS  DE CAPITAL;231.000000;0.209731;84742.63
2003-03-01;54;INVERSION REAL DIRECTA;32.100000;0.209731;11775.92
2003-03-01;56;Total Provincias y CABA;159.200000;0.209731;58402.72
2003-03-01;57;Leyes Especiales;85.200000;0.209731;31255.72
2003-03-01;58;Resto;74.000000;0.209731;27146.99
2003-03-01;59;Otras;36.900000;0.209731;13536.81
2003-03-01;61;A Provincias y CABA;0.000000;0.209731;0.00
2003-03-01;62;Resto;2.800000;0.209731;1027.18
2003-03-01;63;INGRESOS ANTES DE FIGURATIVOS;5277.700000;0.209731;1936130.73
2003-03-01;64;INGRESOS PRIMARIOS ANTES DE FIGURATIVOS;5164.600000;0.209731;1894639.85
2003-03-01;65;GASTOS ANTES DE FIGURATIVOS;5114.100000;0.209731;1876113.87
2003-03-01;66;GASTOS PRIMARIOS ANTES DE FIGURATIVOS;4792.700000;0.209731;1758207.88
2003-03-01;67;RESULTADO FINANCIERO ANTES DE FIGURATIVOS;163.600000;0.209731;60016.86
2003-03-01;68;RESULTADO PRIMARIO SIN RENTAS;371.900000;0.209731;136431.97
2003-03-01;70;Del Tesoro Nacional;693.800000;0.209731;254521.38
2003-03-01;71;De Recursos Afectados;10.700000;0.209731;3925.31
2003-03-01;72;De Organismos Descentralizados;59.100000;0.209731;21680.91
2003-03-01;73;De Instituciones de Seguridad Social;347.600000;0.209731;127517.49
2003-03-01;74;De ExCajas Provinciales;0.000000;0.209731;0.00
2003-03-01;75;De Empresas Públicas y Otros;0.200000;0.209731;73.37
2003-03-01;76;De PAMI, Fdos. Fiduciarios y Otros;0.000000;0.209731;0.00
2003-03-01;77;GASTOS FIGURATIVOS;1111.400000;0.209731;407718.46
2003-03-01;78;INGRESOS DESPUES DE FIGURATIVOS;6389.100000;0.209731;2343849.18
2003-03-01;79;INGRESOS PRIMARIOS DESPUES DE FIGURATIVOS;6276.000000;0.209731;2302358.31
2003-03-01;80;GASTOS DESPUES DE FIGURATIVOS;6225.500000;0.209731;2283832.32
2003-03-01;81;GASTOS PRIMARIOS DESPUES DE FIGURATIVOS;5904.100000;0.209731;2165926.34
2003-03-01;82;SUPERAVIT PRIMARIO;485.000000;0.209731;177922.85
2003-03-01;83;SUPERAVIT PRIMARIO -sin Privatizaciones-;484.700000;0.209731;177812.79
2003-03-01;84;RESULTADO FINANCIERO;163.600000;0.209731;60016.86
2003-03-01;85;RESULTADO FINANCIERO -sin privatizaciones-;163.300000;0.209731;59906.81
2003-03-01;87;DISMINUCION DE LA INVERSIÓN FINANCIERA;741.300000;0.209731;271946.82
2003-03-01;89;Endeudamiento en Moneda Local;109.400000;0.209731;40133.52
2003-03-01;90;Endeudamiento Interno;0.000000;0.209731;0.00
2003-03-01;91;Endeudamiento en Moneda Extranjera;1057.100000;0.209731;387798.43
2003-03-01;92;Endeudamiento Externo;0.000000;0.209731;0.00
2003-03-01;93;Incremento Otros Pasivos;100.700000;0.209731;36941.92
2003-03-01;94;INCREMENTO DEL PATRIMONIO;0.000000;0.209731;0.00
2003-03-01;95;CONTRIBUCIONES FIGURATIVAS PARA APLICACIONES FINANCIERAS;10.000000;0.209731;3668.51
2003-03-01;97;INVERSIÓN FINANCIERA;814.800000;0.209731;298910.38
2003-03-01;99;Amortización en Moneda Local;635.700000;0.209731;233207.33
2003-03-01;100;Amortización Deuda Interna;0.000000;0.209731;0.00
2003-03-01;101;Amortización en Moneda Extranjera;677.300000;0.209731;248468.34
2003-03-01;102;Amortización Deuda Externa;0.000000;0.209731;0.00
2003-03-01;103;Disminución Otros Pasivos;44.300000;0.209731;16251.51
2003-03-01;104;Disminución del patrimonio;0.000000;0.209731;0.00
2003-03-01;105;GASTOS FIGURAT. PARA APLIC. FINANC.;10.000000;0.209731;3668.51
2003-04-01;1;Ingresos Corrientes;5862.300000;0.210945;2138215.18
2003-04-01;2;INGRESOS TRIBUTARIOS;4551.600000;0.210945;1660150.49
2003-04-01;3;APORTES Y CONTRIB. A LA SEG. SOCIAL;861.100000;0.210945;314077.60
2003-04-01;4;INGRESOS NO TRIBUTARIOS;279.700000;0.210945;102017.77
2003-04-01;5;VENTAS DE BS. Y SERV. DE LAS ADM. PUB.;44.000000;0.210945;16048.56
2003-04-01;6;INGRESOS DE OPERACION;0.000000;0.210945;0.00
2003-04-01;7;RENTAS DE LA PROPIEDAD;117.800000;0.210945;42966.37
2003-04-01;8;RENTAS PERCIBIDAS DEL BCRA;0.000000;0.210945;0.00
2003-04-01;9;RENTAS PÚBLICAS PERCIBIDAS POR EL FGS;0.000000;0.210945;0.00
2003-04-01;10;RENTAS PÚBLICAS PERCIBIDAS POR EL FGS Y OTROS;0.000000;0.210945;0.00
2003-04-01;11;OTRAS RENTAS DE LA PROPIEDAD;0.000000;0.210945;0.00
2003-04-01;12;RENTAS DE LA PROPIEDAD NETAS;0.000000;0.210945;0.00
2003-04-01;13;TRANSFERENCIAS CORRIENTES;2.600000;0.210945;948.32
2003-04-01;14;OTROS INGRESOS;5.100000;0.210945;1860.17
2003-04-01;15;INGRESOS EXTRAPRESUPUESTARIOS;0.000000;0.210945;0.00
2003-04-01;16;SUPERAVIT OPERATIVO EMPRESAS PUB.;0.400000;0.210945;145.90
2003-04-01;17;Gastos Corrientes;5193.800000;0.210945;1894386.51
2003-04-01;19;Remuneraciones;679.700000;0.210945;247913.76
2003-04-01;20;Bienes y Servicios;222.300000;0.210945;81081.70
2003-04-01;21;Otros Gastos;0.000000;0.210945;0.00
2003-04-01;22;INTERESES Y OTRAS RENTAS DE LA PROP.;242.900000;0.210945;88595.34
2003-04-01;23;Intereses en Moneda Local;146.600000;0.210945;53470.88
2003-04-01;24;Intereses Deuda Interna;0.000000;0.210945;0.00
2003-04-01;25;Intereses en Moneda Extranjera;96.300000;0.210945;35124.46
2003-04-01;26;Intereses Deuda Externa;0.000000;0.210945;0.00
2003-04-01;27;Intereses pagados intra sector público;0.000000;0.210945;0.00
2003-04-01;28;Intereses Netos;0.000000;0.210945;0.00
2003-04-01;29;Otras Rentas;0.000000;0.210945;0.00
2003-04-01;30;Pagadas sobre Deuda;0.000000;0.210945;0.00
2003-04-01;31;PRESTACIONES DE LA SEGURIDAD SOCIAL;1430.800000;0.210945;521869.96
2003-04-01;32;OTROS GASTOS CORRIENTES;2.100000;0.210945;765.95
2003-04-01;34;Al sector privado;1009.000000;0.210945;368022.64
2003-04-01;35;Instituciones de Enseñanza;0.000000;0.210945;0.00
2003-04-01;36;Otras;0.000000;0.210945;0.00
2003-04-01;38;Total Provincias y CABA;1442.500000;0.210945;526137.42
2003-04-01;39;Recursos Coparticipados;1098.800000;0.210945;400776.29
2003-04-01;40;Garantía Acuerdo Provincias;0.000000;0.210945;0.00
2003-04-01;41;Leyes Especiales;55.400000;0.210945;20206.59
2003-04-01;42;Resto;288.300000;0.210945;105154.54
2003-04-01;43;Universidades;151.700000;0.210945;55331.05
2003-04-01;44;Otras;1.300000;0.210945;474.16
2003-04-01;45;Al sector externo;7.500000;0.210945;2735.55
2003-04-01;46;OTROS GASTOS;4.000000;0.210945;1458.96
2003-04-01;47;GASTOS EXTRAPRESUPUESTARIOS;0.000000;0.210945;0.00
2003-04-01;48;DEFICIT OPERATIVO EMPRESAS PUB.;0.000000;0.210945;0.00
2003-04-01;49;Resultado económico;668.500000;0.210945;243828.68
2003-04-01;50;RECURSOS DE CAPITAL;2.900000;0.210945;1057.75
2003-04-01;51;Privatizaciones;0.200000;0.210945;72.95
2003-04-01;52;Otros;2.700000;0.210945;984.80
2003-04-01;53;GASTOS  DE CAPITAL;251.200000;0.210945;91622.68
2003-04-01;54;INVERSION REAL DIRECTA;32.000000;0.210945;11671.68
2003-04-01;56;Total Provincias y CABA;187.900000;0.210945;68534.64
2003-04-01;57;Leyes Especiales;98.400000;0.210945;35890.41
2003-04-01;58;Resto;89.500000;0.210945;32644.23
2003-04-01;59;Otras;28.600000;0.210945;10431.56
2003-04-01;61;A Provincias y CABA;0.000000;0.210945;0.00
2003-04-01;62;Resto;2.700000;0.210945;984.80
2003-04-01;63;INGRESOS ANTES DE FIGURATIVOS;5865.200000;0.210945;2139272.93
2003-04-01;64;INGRESOS PRIMARIOS ANTES DE FIGURATIVOS;5747.400000;0.210945;2096306.56
2003-04-01;65;GASTOS ANTES DE FIGURATIVOS;5445.000000;0.210945;1986009.19
2003-04-01;66;GASTOS PRIMARIOS ANTES DE FIGURATIVOS;5202.100000;0.210945;1897413.85
2003-04-01;67;RESULTADO FINANCIERO ANTES DE FIGURATIVOS;420.200000;0.210945;153263.74
2003-04-01;68;RESULTADO PRIMARIO SIN RENTAS;545.300000;0.210945;198892.71
2003-04-01;70;Del Tesoro Nacional;854.700000;0.210945;311743.26
2003-04-01;71;De Recursos Afectados;1.600000;0.210945;583.58
